ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6723	"ENSG00000198930.8"	"CSAG1"	chrX	+	151908777	151909518	151908777	151908928	151909138	151909518	6723	139,72	189,266	144,91	186,118	197	99	0.0153882581224	0.317224611164	0.27,0.12	0.28,0.279	-0.085
74	"ENSG00000182768.7"	"NGRN"	chr15	+	90808890	90809630	90808890	90809002	90809519	90809630	74	12,399	4,5	106,158	0,0	197	99	0.0153658530584	0.317224611164	0.601,0.976	1.0,1.0	-0.212
4579	"ENSG00000008710.13"	"PKD1"	chr16	-	2141781	2142189	2141781	2141907	2142047	2142189	4579	3,3	54,86	9,6	61,40	197	99	0.0159130338082	0.326628737046	0.027,0.017	0.069,0.07	-0.048
1721	"ENSG00000006744.14"	"ELAC2"	chr17	-	12899256	12900002	12899256	12899295	12899863	12900002	1721	2,0	106,73	5,3	61,51	197	99	0.0162032096987	0.327127388273	0.009,0.0	0.04,0.029	-0.03
2872	"ENSG00000164828.13"	"SUN1"	chr7	+	892245	892589	892245	892304	892446	892589	2872	49,17	54,75	45,31	41,29	197	99	0.0163002257844	0.327127388273	0.313,0.102	0.355,0.349	-0.144
3692	"ENSG00000204843.8"	"DCTN1"	chr2	-	74592201	74592784	74592201	74592368	74592641	74592784	3692	9,17	265,141	22,12	147,112	197	99	0.0161193050442	0.327127388273	0.017,0.057	0.07,0.051	-0.023
5324	"ENSG00000144591.13"	"GMPPA"	chr2	+	220370179	220370483	220370179	220370277	220370436	220370483	5324	51,96	33,76	102,65	45,28	197	99	0.016130530979	0.327127388273	0.437,0.388	0.533,0.538	-0.123
6332	"ENSG00000157379.9"	"DHRS1"	chr14	-	24760344	24760831	24760344	24760425	24760761	24760831	6332	9,15	11,31	16,10	9,7	197	99	0.0163375762014	0.327127388273	0.291,0.196	0.472,0.418	-0.201
6382	"ENSG00000147454.9"	"SLC25A37"	chr8	+	23423620	23425891	23423620	23423849	23425834	23425891	6382	2296,964	50,21	2015,1174	24,16	197	99	0.0163494998759	0.327127388273	0.958,0.958	0.977,0.974	-0.018
168	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91456502	91456868	91456502	91456604	91456707	91456868	168	455,274	6,25	390,236	6,4	197	99	0.0164847698111	0.327970081235	0.974,0.846	0.97,0.967	-0.058
4934	"ENSG00000076108.7"	"BAZ2A"	chr12	-	57008797	57009391	57008797	57008912	57009002	57009391	4934	381,266	18,27	299,223	10,7	188	99	0.016529361507	0.327970081235	0.918,0.838	0.94,0.944	-0.064
3157	"ENSG00000075624.9"	"ACTB"	chr7	-	5567911	5569031	5567911	5568350	5568791	5569031	3157	73,0	4169,5586	92,62	3208,2409	197	99	0.0169409017922	0.334740972342	0.009,0.0	0.014,0.013	-0.009
5132	"ENSG00000165792.13"	"METTL17"	chr14	+	21464059	21464451	21464059	21464110	21464367	21464451	5132	49,62	124,213	86,55	153,120	197	99	0.0171331150059	0.336429845117	0.166,0.128	0.22,0.187	-0.056
5237	"ENSG00000101365.16"	"IDH3B"	chr20	-	2640344	2640822	2640344	2640439	2640675	2640822	5237	35,36	100,127	51,31	84,71	197	99	0.0171676716429	0.336429845117	0.15,0.125	0.234,0.18	-0.07
501	"ENSG00000071894.10"	"CPSF1"	chr8	-	145620312	145620550	145620312	145620397	145620479	145620550	501	37,52	301,243	71,46	263,194	180	99	0.0172464617453	0.336588732914	0.063,0.105	0.129,0.115	-0.038
5912	"ENSG00000008128.18"	"CDK11A"	chr1	-	1635661	1636094	1635661	1635783	1635988	1636094	5912	23,39	49,51	15,12	52,39	197	99	0.0173215567581	0.336674503192	0.191,0.278	0.127,0.134	0.104
7224	"ENSG00000177138.11"	"FAM9B"	chrX	-	8998301	9000202	8998301	8998401	9000170	9000202	7224	6,3	5,5	3,2	18,11	197	99	0.018077618814	0.349941547936	0.376,0.232	0.077,0.084	0.223
5810	"ENSG00000161638.6"	"ITGA5"	chr12	-	54798213	54798678	54798213	54798259	54798486	54798678	5810	0,4	64,57	10,6	71,47	197	99	0.0181570250886	0.350055682073	0.0,0.034	0.066,0.06	-0.046
318	"ENSG00000160818.12"	"GPATCH4"	chr1	-	156565872	156566270	156565872	156565923	156566178	156566270	318	2,2	91,46	5,5	44,37	197	99	0.0185355176609	0.352518794976	0.011,0.021	0.054,0.064	-0.043
3404	"ENSG00000104327.3"	"CALB1"	chr8	-	91072856	91075381	91072856	91072928	91075327	91075381	3404	0,0	53,30	5,2	45,26	197	99	0.0185027107958	0.352518794976	0.0,0.0	0.053,0.037	-0.045
5511	"ENSG00000146414.11"	"SHPRH"	chr6	-	146275825	146276490	146275825	146275989	146276322	146276490	5511	84,38	13,18	69,53	5,5	197	99	0.018527192636	0.352518794976	0.765,0.515	0.874,0.842	-0.218
7393	"ENSG00000152332.11"	"UHMK1"	chr1	+	162469744	162470894	162469744	162470037	162470702	162470894	7393	3,6	52,99	2,1	138,103	197	99	0.0185808940653	0.352518794976	0.028,0.03	0.007,0.005	0.023
6722	"ENSG00000198930.8"	"CSAG1"	chrX	+	151908777	151909518	151908777	151908979	151909138	151909518	6722	34,24	76,50	43,26	50,33	197	99	0.0187755969411	0.353396808828	0.184,0.194	0.302,0.284	-0.104
7289	"ENSG00000111641.6"	"NOP2"	chr12	-	6669612	6669953	6669612	6669735	6669863	6669953	7289	5,0	108,79	5,4	49,41	197	99	0.018708366512	0.353396808828	0.023,0.0	0.049,0.047	-0.037
4413	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342640	16343017	16342640	16342728	16342973	16343017	4413	238,499	129,83	393,302	251,200	197	99	0.0189989815371	0.356193504251	0.481,0.751	0.44,0.431	0.18
2346	"ENSG00000127824.9"	"TUBA4A"	chr2	-	220115915	220116435	220115915	220116045	220116286	220116435	2346	4,1	140,92	9,5	109,73	197	99	0.0196584786035	0.364175768733	0.014,0.005	0.04,0.033	-0.027
3679	"ENSG00000165280.11"	"VCP"	chr9	-	35060309	35060920	35060309	35060522	35060797	35060920	3679	1,5	227,279	8,6	196,148	197	99	0.0197556552832	0.364175768733	0.002,0.009	0.02,0.02	-0.015
426	"ENSG00000213593.5"	"TMX2"	chr11	+	57506135	57506511	57506135	57506242	57506445	57506511	426	18,38	383,539	38,26	340,301	197	99	0.0198071239189	0.364175768733	0.023,0.034	0.053,0.042	-0.019
4933	"ENSG00000076108.7"	"BAZ2A"	chr12	-	56998368	56999111	56998368	56998583	56998856	56999111	4933	43,22	83,84	42,31	61,46	197	99	0.0195771240633	0.364175768733	0.207,0.116	0.257,0.253	-0.093
5420	"ENSG00000237765.2"	"FAM200B"	chr4	+	15687858	15688771	15687858	15688085	15688623	15688771	5420	51,35	18,32	62,45	14,10	197	99	0.0197939741435	0.364175768733	0.587,0.355	0.69,0.693	-0.221
239	"ENSG00000170049.5"	"KCNAB3"	chr17	-	7827285	7827583	7827285	7827380	7827462	7827583	239	2,5	4,1	1,1	0,0	180	99	0.0201297291842	0.367271150863	0.216,0.733	1.0,1.0	-0.526
4884	"ENSG00000101782.10"	"RIOK3"	chr18	+	21056969	21057232	21056969	21057050	21057142	21057232	4884	87,43	168,77	62,37	163,125	190	99	0.0200986655139	0.367271150863	0.212,0.225	0.165,0.134	0.069
2172	"ENSG00000182087.8"	"TMEM259"	chr19	-	1011094	1011498	1011094	1011194	1011365	1011498	2172	139,104	374,441	148,111	361,261	197	99	0.0206654937157	0.374011245687	0.157,0.106	0.171,0.176	-0.042
3139	"ENSG00000172660.7"	"TAF15"	chr17	+	34147027	34147441	34147027	34147079	34147335	34147441	3139	2,11	2,26	10,7	5,4	197	99	0.0206190059713	0.374011245687	0.334,0.175	0.501,0.468	-0.23
3851	"ENSG00000126088.8"	"UROD"	chr1	+	45478814	45479026	45478814	45478887	45478963	45479026	3851	199,219	1447,875	110,113	835,817	174	99	0.0207347687655	0.374011245687	0.073,0.125	0.07,0.073	0.027
2613	"ENSG00000184575.7"	"XPOT"	chr12	+	64818817	64819237	64818817	64818918	64819117	64819237	2613	160,66	4,9	258,190	5,4	197	99	0.0209439204023	0.376358297946	0.953,0.787	0.963,0.96	-0.092
5714	"ENSG00000167645.12"	"YIF1B"	chr19	-	38799863	38800283	38799863	38799968	38800044	38800283	5714	38,19	945,706	43,32	782,571	174	99	0.0210240311225	0.376377579719	0.022,0.015	0.03,0.031	-0.012
5779	"ENSG00000229117.4"	"RPL41"	chr12	+	56510564	56510995	56510564	56510647	56510972	56510995	5779	131,220	74,51	219,148	147,109	197	99	0.0212121532957	0.378323123573	0.471,0.684	0.428,0.406	0.16
2587	"ENSG00000138750.10"	"NUP54"	chr4	-	77038816	77039347	77038816	77038927	77039227	77039347	2587	6,16	115,209	16,10	103,82	197	99	0.0213671910057	0.379666281974	0.026,0.037	0.072,0.058	-0.034
3129	"ENSG00000172732.7"	"MUS81"	chr11	+	65633281	65633910	65633281	65633365	65633456	65633910	3129	19,6	181,144	29,19	194,133	189	99	0.0216826076647	0.383838578808	0.052,0.021	0.073,0.07	-0.035
25	"ENSG00000213347.6"	"MXD3"	chr5	-	176728935	176729179	176728935	176728988	176729128	176729179	25	1,0	102,79	4,4	75,71	197	99	0.0221630286923	0.385183732236	0.005,0.0	0.026,0.028	-0.025
271	"ENSG00000149483.7"	"TMEM138"	chr11	+	61131723	61131990	61131723	61131787	61131904	61131990	271	107,105	3,9	81,58	12,8	197	99	0.021854190093	0.385183732236	0.947,0.854	0.772,0.785	0.122
4233	"ENSG00000158793.9"	"NIT1"	chr1	+	161088923	161089402	161088923	161089178	161089298	161089402	4233	14,8	71,37	13,10	29,21	197	99	0.0220322073017	0.385183732236	0.09,0.098	0.184,0.193	-0.095
4286	"ENSG00000104231.6"	"ZFAND1"	chr8	-	82626152	82627130	82626152	82626274	82627038	82627130	4286	13,31	125,82	24,18	204,161	197	99	0.0219981169148	0.385183732236	0.05,0.16	0.056,0.053	0.051
484	"ENSG00000160948.9"	"VPS28"	chr8	-	145651408	145651591	145651408	145651446	145651562	145651591	484	5,3	349,188	11,6	228,177	197	99	0.0221397424886	0.385183732236	0.007,0.008	0.024,0.017	-0.013
7128	"ENSG00000135506.11"	"OS9"	chr12	+	58112775	58114046	58112775	58112965	58113881	58114046	7128	26,20	151,11	18,12	127,80	197	99	0.022353829519	0.387087040616	0.08,0.477	0.066,0.07	0.21
1196	"ENSG00000117385.11"	"LEPRE1"	chr1	-	43220539	43220888	43220539	43220661	43220835	43220888	1196	77,22	75,106	58,45	56,40	197	99	0.0228867613282	0.387155869044	0.34,0.094	0.342,0.361	-0.135
1593	"ENSG00000114857.13"	"NKTR"	chr3	+	42661155	42663008	42661155	42661200	42662920	42663008	1593	68,113	10,0	55,43	9,8	197	99	0.0230265644082	0.387155869044	0.774,1.0	0.754,0.73	0.145
1595	"ENSG00000114857.13"	"NKTR"	chr3	+	42660511	42661200	42660511	42660619	42661155	42661200	1595	38,59	66,44	26,21	62,47	197	99	0.0237399230913	0.387155869044	0.224,0.403	0.174,0.183	0.135
1681	"ENSG00000156675.11"	"RAB11FIP1"	chr8	-	37727937	37730796	37727937	37728046	37728795	37730796	1681	1,0	29,23	7,4	32,20	197	99	0.0225283652427	0.387155869044	0.017,0.0	0.099,0.091	-0.086
1917	"ENSG00000156873.11"	"PHKG2"	chr16	+	30762426	30762924	30762426	30762602	30762869	30762924	1917	89,41	32,20	96,66	20,15	197	99	0.0237344933276	0.387155869044	0.583,0.507	0.707,0.689	-0.153
241	"ENSG00000155363.14"	"MOV10"	chr1	+	113240908	113242432	113240908	113241411	113242306	113242432	241	194,96	110,43	160,109	53,38	197	99	0.0229902433595	0.387155869044	0.47,0.529	0.603,0.59	-0.097
2639	"ENSG00000165782.6"	"TMEM55B"	chr14	-	20926016	20927455	20926016	20926861	20927364	20927455	2639	13,7	44,60	14,7	28,19	197	99	0.0236927802009	0.387155869044	0.129,0.055	0.201,0.156	-0.086
2980	"ENSG00000171720.5"	"HDAC3"	chr5	-	141009250	141009498	141009250	141009306	141009426	141009498	2980	1,1	57,24	4,4	26,25	197	99	0.0230289254452	0.387155869044	0.009,0.021	0.072,0.074	-0.058
3242	"ENSG00000123066.3"	"MED13L"	chr12	-	116412975	116413543	116412975	116413118	116413319	116413543	3242	7,4	125,55	12,7	76,46	197	99	0.0236291011668	0.387155869044	0.027,0.035	0.074,0.071	-0.041
4024	"ENSG00000197375.8"	"SLC22A5"	chr5	+	131714069	131719993	131714069	131714173	131719838	131719993	4024	7,1	15,20	8,7	10,8	197	99	0.0230602503218	0.387155869044	0.19,0.025	0.287,0.305	-0.189
4537	"ENSG00000117308.10"	"GALE"	chr1	-	24124606	24125220	24124606	24124715	24125104	24125220	4537	76,48	8,5	91,78	3,2	197	99	0.0235443787055	0.387155869044	0.827,0.828	0.938,0.951	-0.117
5232	"ENSG00000101365.16"	"IDH3B"	chr20	-	2641102	2641475	2641102	2641236	2641342	2641475	5232	27,16	447,689	31,20	419,357	197	99	0.0228598510902	0.387155869044	0.029,0.012	0.036,0.027	-0.011
564	"ENSG00000213930.7"	"GALT"	chr9	+	34648330	34648891	34648330	34648453	34648758	34648891	564	21,2	19,14	26,15	12,9	197	99	0.0232794229909	0.387155869044	0.357,0.067	0.521,0.456	-0.277
6116	"ENSG00000158552.8"	"ZFAND2B"	chr2	+	220072977	220073208	220072977	220073070	220073147	220073208	6116	5,7	53,37	16,11	48,33	175	99	0.0235372836474	0.387155869044	0.051,0.097	0.159,0.159	-0.085
6228	"ENSG00000198400.7"	"NTRK1"	chr1	+	156845311	156846002	156845311	156845458	156845871	156846002	6228	14,16	70,44	25,15	45,31	197	99	0.0230985620406	0.387155869044	0.091,0.155	0.218,0.196	-0.084
6610	"ENSG00000170037.9"	"CNTROB"	chr17	+	7851804	7852455	7851804	7851937	7852402	7852455	6610	17,7	30,30	26,14	27,17	197	99	0.0232519616944	0.387155869044	0.222,0.105	0.326,0.293	-0.146
7376	"ENSG00000104529.13"	"EEF1D"	chr8	-	144663223	144663498	144663223	144663324	144663398	144663498	7376	13,15	275,234	8,5	322,218	172	99	0.0233268123236	0.387155869044	0.026,0.036	0.014,0.013	0.018
3843	"ENSG00000104783.7"	"KCNN4"	chr19	-	44273114	44273712	44273114	44273184	44273593	44273712	3843	13,4	26,22	15,9	17,9	197	99	0.0239914500261	0.389922474486	0.201,0.084	0.307,0.334	-0.178
6685	"ENSG00000004059.6"	"ARF5"	chr7	+	127229538	127230191	127229538	127229648	127230119	127230191	6685	11,18	935,730	21,16	632,486	197	99	0.0241140673086	0.390012965571	0.006,0.012	0.016,0.016	-0.007
6920	"ENSG00000196730.8"	"DAPK1"	chr9	+	90254564	90254730	90254564	90254613	90254703	90254730	6920	4,2	28,41	5,4	16,13	188	99	0.0241608200007	0.390012965571	0.07,0.025	0.141,0.139	-0.093
78	"ENSG00000130600.11"	"H19"	chr11	-	2016405	2017228	2016405	2017018	2017105	2017228	78	10,0	4,4	132,125	21,18	185	99	0.0242721630631	0.390486623333	0.572,0.0	0.771,0.788	-0.494
4742	"ENSG00000184436.7"	"THAP7"	chr22	-	21354935	21355700	21354935	21355076	21355544	21355700	4742	89,160	436,488	75,57	388,321	197	99	0.0244923723435	0.392702616497	0.093,0.141	0.089,0.082	0.032
4605	"ENSG00000159352.11"	"PSMD4"	chr1	+	151238479	151238915	151238479	151238597	151238783	151238915	4605	0,3	19,24	5,4	14,11	197	99	0.02469476539	0.394619036199	0.0,0.059	0.152,0.155	-0.124
4523	"ENSG00000105221.12"	"AKT2"	chr19	-	40739576	40739858	40739576	40739654	40739782	40739858	4523	308,294	26,19	141,138	4,4	197	99	0.0249001870637	0.396570872232	0.856,0.886	0.947,0.945	-0.075
5849	"ENSG00000171453.13"	"POLR1C"	chr6	+	43487443	43488165	43487443	43487923	43488012	43488165	5849	15,10	240,333	17,10	172,143	187	99	0.0253007594081	0.401607387671	0.032,0.016	0.05,0.036	-0.019
2878	"ENSG00000143303.7"	"RRNAD1"	chr1	+	156701782	156702265	156701782	156701907	156702072	156702265	2878	32,11	36,30	24,18	18,12	197	99	0.0257454994057	0.407309196578	0.309,0.156	0.401,0.43	-0.183
51	"ENSG00000111674.4"	"ENO2"	chr12	+	7025834	7026271	7025834	7025893	7026201	7026271	51	96,22	128,69	105,52	112,58	197	99	0.0258978911912	0.408363436598	0.274,0.138	0.32,0.311	-0.109
4067	"ENSG00000100867.10"	"DHRS2"	chr14	+	24109002	24112428	24109002	24109104	24110874	24112428	4067	28,14	4,1	32,17	12,9	197	99	0.0262848025831	0.411737598358	0.779,0.876	0.573,0.487	0.297
5461	"ENSG00000196504.11"	"PRPF40A"	chr2	-	153515461	153515696	153515461	153515523	153515606	153515696	5461	2,4	221,164	2,2	34,39	181	99	0.0262505213233	0.411737598358	0.005,0.013	0.031,0.027	-0.02
3636	"ENSG00000184009.5"	"ACTG1"	chr17	-	79477952	79478652	79477952	79478134	79478213	79478652	3636	28,0	1236,1246	38,19	1225,839	177	99	0.0264800615288	0.413436239345	0.013,0.0	0.017,0.013	-0.009
3405	"ENSG00000140400.10"	"MAN2C1"	chr15	-	75651399	75651766	75651399	75651494	75651668	75651766	3405	57,59	25,18	79,47	14,9	197	99	0.0268832804053	0.418360069575	0.534,0.622	0.739,0.724	-0.153
1523	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29687553	29687588	1523	150,131	86,72	99,75	81,65	197	99	0.0273946503941	0.418654490868	0.467,0.478	0.381,0.367	0.099
1972	"ENSG00000221968.4"	"FADS3"	chr11	-	61643830	61645687	61643830	61644435	61645626	61645687	1972	194,93	3,10	202,137	3,1	197	99	0.0272441927067	0.418654490868	0.97,0.824	0.971,0.986	-0.081
2697	"ENSG00000011304.12"	"PTBP1"	chr19	+	804035	804438	804035	804208	804291	804438	2697	10,4	556,424	18,10	475,402	181	99	0.0273406312274	0.418654490868	0.01,0.005	0.02,0.013	-0.009
5156	"ENSG00000105483.12"	"CARD8"	chr19	-	48735709	48736046	48735709	48735750	48735970	48736046	5156	1,38	1,2	5,7	0,0	197	99	0.0273851372768	0.418654490868	0.334,0.905	1.0,1.0	-0.38
7408	"ENSG00000130332.10"	"LSM7"	chr19	-	2328410	2328586	2328410	2328476	2328559	2328586	7408	28,31	186,253	13,10	179,142	181	99	0.0274296936478	0.418654490868	0.076,0.063	0.038,0.037	0.032
809	"ENSG00000167962.8"	"ZNF598"	chr16	-	2052206	2052733	2052206	2052454	2052521	2052733	809	4,15	13,28	8,7	6,5	165	99	0.0271243919813	0.418654490868	0.156,0.243	0.444,0.457	-0.251
1316	"ENSG00000133316.11"	"WDR74"	chr11	-	62601089	62601409	62601089	62601146	62601263	62601409	1316	11,0	44,57	14,6	38,32	197	99	0.0275518967466	0.419176141557	0.112,0.0	0.156,0.086	-0.065
1959	"ENSG00000076924.7"	"XAB2"	chr19	-	7685160	7685555	7685160	7685332	7685432	7685555	1959	3,3	104,123	10,6	113,83	197	99	0.02805315787	0.425443113939	0.014,0.012	0.043,0.035	-0.026
861	"ENSG00000115548.12"	"KDM3A"	chr2	+	86709580	86711281	86709580	86709817	86711109	86711281	861	26,19	105,38	21,12	111,79	197	99	0.0283969803708	0.429290223891	0.111,0.201	0.087,0.071	0.077
1520	"ENSG00000182944.13"	"EWSR1"	chr22	+	29694722	29695270	29694722	29694885	29695184	29695270	1520	28,27	27,60	38,24	28,18	197	99	0.0285826764582	0.430730080044	0.343,0.184	0.405,0.401	-0.14
5429	"ENSG00000126249.3"	"PDCD2L"	chr19	+	34895553	34895895	34895553	34895720	34895834	34895895	5429	13,13	33,14	6,4	30,21	197	99	0.0288777670808	0.433804185611	0.165,0.318	0.091,0.087	0.152
2100	"ENSG00000160714.5"	"UBE2Q1"	chr1	-	154524226	154524423	154524226	154524295	154524396	154524423	2100	0,0	53,24	1,2	15,18	197	99	0.0289762642268	0.43391500078	0.0,0.0	0.032,0.053	-0.042
1344	"ENSG00000213619.5"	"NDUFS3"	chr11	+	47602076	47602536	47602076	47602174	47602386	47602536	1344	19,21	205,324	31,20	222,171	197	99	0.0294737276347	0.439980849519	0.045,0.032	0.066,0.056	-0.022
2877	"ENSG00000112282.13"	"MED23"	chr6	-	131913527	131914311	131913527	131913600	131914145	131914311	2877	10,8	56,93	11,9	43,32	197	99	0.0301502990933	0.446094701829	0.082,0.041	0.114,0.124	-0.057
442	"ENSG00000159459.7"	"UBR1"	chr15	-	43317571	43318861	43317571	43317627	43318758	43318861	442	4,0	88,184	7,5	130,84	197	99	0.0301468923534	0.446094701829	0.022,0.0	0.026,0.029	-0.017
5819	"ENSG00000092203.9"	"TOX4"	chr14	+	21955609	21957009	21955609	21955761	21956748	21957009	5819	88,112	2,0	60,42	3,3	197	99	0.0301769022373	0.446094701829	0.957,1.0	0.91,0.876	0.085
6989	"ENSG00000070814.13"	"TCOF1"	chr5	+	149771106	149771739	149771106	149771220	149771519	149771739	6989	9,0	122,169	10,6	113,86	197	99	0.0302579984651	0.446094701829	0.036,0.0	0.043,0.034	-0.021
1122	"ENSG00000165819.7"	"METTL3"	chr14	-	21971315	21971972	21971315	21971720	21971806	21971972	1122	0,0	93,66	3,2	55,48	184	99	0.0308011951727	0.451186145393	0.0,0.0	0.029,0.022	-0.026
1799	"ENSG00000099622.9"	"CIRBP"	chr19	+	1270926	1271466	1270926	1271035	1271327	1271466	1799	12,7	5,7	32,20	6,3	197	99	0.0308875857619	0.451186145393	0.547,0.334	0.728,0.77	-0.308
5865	"ENSG00000029364.7"	"SLC39A9"	chr14	+	69925079	69929098	69925079	69925446	69928413	69929098	5865	140,160	1,1	130,106	6,3	197	99	0.0308737430823	0.451186145393	0.986,0.988	0.916,0.947	0.055
4276	"ENSG00000197948.6"	"FCHSD1"	chr5	-	141025653	141026289	141025653	141025758	141026169	141026289	4276	26,19	31,30	28,16	16,13	197	99	0.0311310842159	0.451970192183	0.297,0.241	0.468,0.382	-0.156
5331	"ENSG00000144591.13"	"GMPPA"	chr2	+	220364842	220366759	220364842	220364940	220366197	220366759	5331	10,18	63,138	29,16	98,75	197	99	0.031084760896	0.451970192183	0.074,0.062	0.129,0.097	-0.045
1354	"ENSG00000171456.12"	"ASXL1"	chr20	+	31015930	31016225	31015930	31016051	31016127	31016225	1354	9,0	81,93	9,6	63,47	174	99	0.0312297298274	0.452024235374	0.059,0.0	0.075,0.068	-0.042
7044	"ENSG00000088038.13"	"CNOT3"	chr19	+	54657451	54659418	54657451	54657577	54659046	54659418	7044	22,27	100,134	36,16	87,58	197	99	0.0313375134014	0.452209814598	0.1,0.092	0.172,0.122	-0.051
5086	"ENSG00000260916.1"	"CCPG1"	chr15	-	55651736	55653142	55651736	55651888	55653037	55653142	5086	122,0	0,3	241,234	1,0	197	99	0.031907679993	0.45492326984	1.0,0.0	0.992,1.0	-0.496
5103	"ENSG00000234741.3"	"GAS5"	chr1	-	173833394	173833644	173833394	173833442	173833621	173833644	5103	196,215	856,1356	258,220	1179,776	197	99	0.0318371090094	0.45492326984	0.103,0.074	0.099,0.125	-0.024
5546	"ENSG00000082898.12"	"XPO1"	chr2	-	61711071	61713097	61711071	61711240	61712902	61713097	5546	5,0	802,958	29,16	870,681	197	99	0.0316347451271	0.45492326984	0.003,0.0	0.016,0.012	-0.013
6809	"ENSG00000141258.8"	"SGSM2"	chr17	+	2266131	2266428	2266131	2266199	2266282	2266428	6809	2,7	14,25	10,6	13,10	181	99	0.0317553969018	0.45492326984	0.072,0.133	0.296,0.247	-0.169
4697	"ENSG00000164611.8"	"PTTG1"	chr5	+	159849308	159849900	159849308	159849410	159849715	159849900	4697	15,8	1004,1743	49,27	1644,1087	197	99	0.0320691696434	0.455139426247	0.007,0.002	0.015,0.012	-0.009
5210	"ENSG00000204356.7"	"NELFE"	chr6	-	31921505	31921911	31921505	31921608	31921856	31921911	5210	26,30	22,250	46,33	315,239	197	99	0.0321139956361	0.455139426247	0.373,0.057	0.068,0.065	0.148
3977	"ENSG00000141994.11"	"DUS3L"	chr19	-	5786759	5787182	5786759	5786930	5787071	5787182	3977	11,19	13,10	28,17	7,5	197	99	0.0324217747017	0.456782518135	0.298,0.488	0.668,0.631	-0.256
7091	"ENSG00000223705.5"	"NSUN5P1"	chr7	+	75042066	75044301	75042066	75042210	75044162	75044301	7091	237,146	34,34	192,147	20,15	197	99	0.0323913118233	0.456782518135	0.778,0.683	0.828,0.831	-0.099
1407	"ENSG00000122545.13"	"SEPT7"	chr7	+	35937857	35942825	35937857	35937993	35942685	35942825	1407	7,10	426,498	15,9	345,289	197	99	0.0327795205037	0.460460403064	0.008,0.01	0.021,0.015	-0.009
2750	"ENSG00000046604.8"	"DSG2"	chr18	+	29102045	29102571	29102045	29102212	29102349	29102571	2750	0,14	2,4	1,2	0,0	197	99	0.0330207876315	0.46193816794	0.0,0.638	1.0,1.0	-0.681
7346	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31605010	31605548	31605010	31605101	31605222	31605548	7346	42,77	199,252	39,18	200,138	197	99	0.0330787306316	0.46193816794	0.096,0.133	0.089,0.062	0.039
5380	"ENSG00000169733.7"	"RFNG"	chr17	-	80007552	80008431	80007552	80007882	80008277	80008431	5380	42,41	17,26	53,39	15,8	197	99	0.0334075458239	0.465165886589	0.554,0.442	0.64,0.71	-0.177
1435	"ENSG00000182004.8"	"SNRPE"	chr1	+	203830730	203831350	203830730	203830871	203831309	203831350	1435	23,42	28,11	19,12	31,25	197	99	0.0340401337749	0.472592177948	0.292,0.657	0.235,0.194	0.26
4175	"ENSG00000172936.8"	"MYD88"	chr3	+	38181878	38182339	38181878	38182040	38182247	38182339	4175	77,92	0,7	45,34	5,5	197	99	0.0347956297804	0.480280547867	1.0,0.869	0.819,0.774	0.138
6369	"ENSG00000092531.5"	"SNAP23"	chr15	+	42805152	42805645	42805152	42805194	42805596	42805645	6369	30,7	204,406	26,20	240,192	197	99	0.0347186299629	0.480280547867	0.069,0.009	0.052,0.05	-0.012
6984	"ENSG00000129933.16"	"MAU2"	chr19	+	19455657	19456178	19455657	19455735	19456112	19456178	6984	6,11	25,35	12,7	18,10	197	99	0.0350592052063	0.482520043909	0.108,0.136	0.251,0.26	-0.134
3230	"ENSG00000179532.8"	"DNHD1"	chr11	+	6518814	6520191	6518814	6518897	6519000	6520191	3230	35,18	3,3	17,10	6,5	197	99	0.0355726486991	0.488175657363	0.854,0.751	0.587,0.501	0.258
4409	"ENSG00000172354.5"	"GNB2"	chr7	+	100274315	100275038	100274315	100274422	100274974	100275038	4409	9,10	228,214	23,10	224,167	197	99	0.0360088858642	0.492742283004	0.019,0.023	0.049,0.029	-0.018
1241	"ENSG00000106327.8"	"TFR2"	chr7	-	100230851	100231094	100230851	100230963	100231038	100231094	1241	1,5	59,14	1,1	58,76	173	99	0.0366166164264	0.498672844624	0.01,0.17	0.01,0.007	0.082
5438	"ENSG00000162909.13"	"CAPN2"	chr1	+	223957542	223958227	223957542	223957611	223958148	223958227	5438	50,14	89,85	41,25	63,44	197	99	0.0367108407439	0.498672844624	0.22,0.076	0.246,0.222	-0.086
6626	"ENSG00000119185.8"	"ITGB1BP1"	chr2	-	9552397	9552846	9552397	9552534	9552706	9552846	6626	1,20	4,2	2,3	0,0	197	99	0.0367564402484	0.498672844624	0.112,0.834	1.0,1.0	-0.527
4386	"ENSG00000162298.12"	"SYVN1"	chr11	-	64899718	64900251	64899718	64899822	64900202	64900251	4386	10,61	66,149	55,31	98,71	197	99	0.0371514890454	0.502600542143	0.071,0.171	0.22,0.18	-0.079
