ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1671	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553406	56553406	56553489	56552467	56552495	56553758	56553932	1671	277,294	5,6	104,84	0,1	134	181	0.537836328368	1.0	0.987,0.985	1.0,0.991	-0.01
1672	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553406	56553406	56553514	56552467	56552495	56553758	56553932	1672	194,336	3275,1794	261,181	1936,1362	134	197	0.204893136541	1.0	0.08,0.216	0.165,0.163	-0.016
1675	"ENSG00000164597.9"	"COG5"	chr7	-	106903128	106903206	106914924	106914997	106898717	106898828	106921744	106921844	1675	3,0	3,3	0,0	2,2	171	176	1	1.0	0.507,0.0	0.0,0.0	0.254
1677	"ENSG00000176454.9"	"LPCAT4"	chr15	-	34652954	34653028	34653369	34653430	34652311	34652410	34653600	34653733	1677	4,0	2,0	13,9	6,4	159	172	1	1.0	0.684,NA	0.701,0.709	-0.021
1678	"ENSG00000144283.17"	"PKP4"	chr2	+	159533250	159533379	159534710	159534792	159530394	159530512	159535092	159535166	1678	106,0	0,0	39,70	1,1	197	180	1	1.0	1.0,NA	0.973,0.985	0.021
1679	"ENSG00000144283.17"	"PKP4"	chr2	+	159389691	159389828	159433782	159433895	159313623	159313730	159459581	159459616	1679	45,131	49,158	66,60	74,64	197	197	0.736628516787	1.0	0.479,0.453	0.471,0.484	-0.012
167	"ENSG00000198054.7"	"DSCR8"	chr21	+	39494621	39494762	39526508	39526623	39494405	39494505	39528397	39528605	167	9,3	26,8	12,8	28,19	197	197	0.699501568239	1.0	0.257,0.273	0.3,0.296	-0.033
1684	"ENSG00000095485.12"	"CWF19L1"	chr10	-	102019974	102020076	102021735	102021820	102016018	102016233	102027327	102027437	1684	50,23	55,51	6,6	8,9	183	197	0.843994828821	1.0	0.495,0.327	0.447,0.418	-0.021
1685	"ENSG00000095485.12"	"CWF19L1"	chr10	-	102009866	102009935	102010004	102010089	102006551	102006692	102013177	102013296	1685	66,49	2,0	31,30	0,0	183	167	0.557775643041	1.0	0.968,1.0	1.0,1.0	-0.016
1686	"ENSG00000095485.12"	"CWF19L1"	chr10	-	102016018	102016233	102020722	102020801	102013177	102013296	102021735	102021820	1686	25,49	11,18	17,19	8,9	177	197	0.603884033046	1.0	0.717,0.752	0.703,0.701	0.032
1688	"ENSG00000154518.5"	"ATP5G3"	chr2	-	176044825	176044906	176046082	176046194	176043784	176043978	176046383	176049335	1688	2149,2465	2997,2627	776,987	908,1064	197	179	0.449601288836	1.0	0.395,0.46	0.437,0.457	-0.02
1689	"ENSG00000154518.5"	"ATP5G3"	chr2	-	176044825	176044906	176046082	176046211	176043784	176043978	176046383	176046438	1689	22,32	2997,2627	8,11	908,1064	197	179	0.91784050939	1.0	0.007,0.011	0.008,0.009	0.0
168	"ENSG00000198054.7"	"DSCR8"	chr21	+	39494621	39494762	39526526	39526623	39494405	39494505	39528397	39528605	168	9,3	39,3	12,8	46,34	197	195	0.492460409432	1.0	0.186,0.497	0.205,0.189	0.145
1690	"ENSG00000154518.5"	"ATP5G3"	chr2	-	176044843	176044906	176046082	176046194	176043784	176043978	176046383	176049335	1690	2149,2465	1,2	776,987	0,1	197	161	1	1.0	0.999,0.999	1.0,0.999	-0.001
1691	"ENSG00000154518.5"	"ATP5G3"	chr2	-	176044843	176044906	176046082	176046211	176043784	176043978	176046383	176046438	1691	22,32	1,2	8,11	0,1	197	161	0.549045605443	1.0	0.947,0.929	1.0,0.9	-0.012
1693	"ENSG00000102316.12"	"MAGED2"	chrX	+	54838389	54838589	54838589	54838684	54838006	54838086	54839377	54839457	1693	0,3	127,108	0,0	64,72	197	193	0.49384383928	1.0	0.0,0.026	0.0,0.0	0.013
1694	"ENSG00000182134.11"	"TDRKH"	chr1	-	151752426	151752526	151752526	151752616	151751578	151751718	151753956	151754063	1694	4,46	5,68	18,19	34,41	188	197	0.280035636798	1.0	0.456,0.415	0.357,0.327	0.094
1695	"ENSG00000226210.3"	"ABC7-42389800N19.1"	chr12	+	89674	89827	90586	90655	88859	89018	90795	91218	1695	10,4	12,21	3,3	9,12	197	167	0.708586318849	1.0	0.414,0.139	0.22,0.175	0.079
1696	"ENSG00000169255.9"	"B3GALNT1"	chr3	-	160807731	160807850	160818926	160819021	160801670	160804576	160821214	160821305	1696	0,3	0,1	1,1	0,0	193	197	1	1.0	NA,0.754	1.0,1.0	-0.246
1698	"ENSG00000248596.2"	"RP11-844P9.2"	chr5	-	175607326	175607351	175607818	175607889	175603761	175603826	175609687	175609766	1698	5,1	1,0	2,1	1,1	169	123	0.457141183498	1.0	0.784,1.0	0.593,0.421	0.385
1699	"ENSG00000001036.9"	"FUCA2"	chr6	-	143823491	143823697	143825049	143825211	143823068	143823259	143828373	143828561	1699	4,1	239,179	1,1	237,242	197	197	0.376063467701	1.0	0.016,0.006	0.004,0.004	0.007
169	"ENSG00000151327.8"	"FAM177A1"	chr14	+	35546355	35546422	35548132	35548230	35522483	35522657	35550227	35552587	169	103,59	126,78	10,15	13,19	165	196	0.96104026741	1.0	0.493,0.473	0.477,0.484	0.003
16	"ENSG00000157326.14"	"DHRS4"	chr14	+	24435140	24435192	24435491	24435626	24429110	24429212	24436419	24436475	16	0,1	48,0	0,0	29,28	150	197	0.382024775178	1.0	0.0,1.0	0.0,0.0	0.5
1702	"ENSG00000001036.9"	"FUCA2"	chr6	-	143823491	143823702	143825049	143825211	143823068	143823259	143828373	143828561	1702	1,5	854,561	2,2	292,383	197	197	1	1.0	0.001,0.009	0.007,0.005	-0.001
1707	"ENSG00000001036.9"	"FUCA2"	chr6	-	143823068	143823259	143825049	143825211	143818525	143818634	143828373	143828561	1707	3,1	154,136	0,0	63,75	197	197	0.583309843262	1.0	0.019,0.007	0.0,0.0	0.013
1709	"ENSG00000086061.11"	"DNAJA1"	chr9	+	33026819	33026988	33029882	33029987	33026472	33026614	33030437	33030665	1709	0,0	0,227	1,1	123,158	197	197	1	1.0	NA,0.0	0.008,0.006	-0.007
170	"ENSG00000151327.8"	"FAM177A1"	chr14	+	35522483	35522657	35546355	35546422	35515710	35515834	35548132	35548230	170	54,78	100,147	34,25	73,61	197	165	0.393765158801	1.0	0.311,0.308	0.281,0.256	0.041
1710	"ENSG00000154305.12"	"MIA3"	chr1	+	222835799	222835871	222836229	222836373	222835594	222835674	222837339	222837392	1710	2,2	1,22	1,0	1,2	170	197	0.817624964775	1.0	0.699,0.095	0.537,0.0	0.128
1711	"ENSG00000136933.12"	"RABEPK"	chr9	+	127969842	127970000	127982817	127982979	127965286	127965345	127990188	127990338	1711	19,55	36,79	29,24	50,39	197	197	0.802236205949	1.0	0.345,0.41	0.367,0.381	0.003
1712	"ENSG00000136933.12"	"RABEPK"	chr9	+	127975648	127975801	127982817	127982979	127969842	127970000	127990188	127990338	1712	71,100	97,68	60,43	63,53	197	197	0.564395396774	1.0	0.423,0.595	0.488,0.448	0.041
1713	"ENSG00000152229.14"	"PSTPIP2"	chr18	-	43572071	43572168	43573570	43573669	43571867	43571949	43577714	43577794	1713	60,85	101,136	59,45	115,78	197	195	0.526351847964	1.0	0.37,0.382	0.337,0.363	0.026
1714	"ENSG00000152229.14"	"PSTPIP2"	chr18	-	43604574	43604652	43619912	43620013	43595868	43595903	43652121	43652238	1714	75,96	25,39	19,22	6,7	197	176	0.830434501083	1.0	0.728,0.687	0.739,0.737	-0.03
1715	"ENSG00000112078.9"	"KCTD20"	chr6	+	36447367	36447488	36449338	36449536	36442565	36442839	36452490	36452601	1715	0,7	23,340	1,1	163,164	197	197	0.224591374857	1.0	0.0,0.02	0.006,0.006	0.004
1716	"ENSG00000112078.9"	"KCTD20"	chr6	+	36447367	36447488	36449338	36449536	36446897	36447000	36452490	36452601	1716	13,88	71,343	48,40	186,171	197	197	0.878960993968	1.0	0.155,0.204	0.205,0.19	-0.018
1717	"ENSG00000112078.9"	"KCTD20"	chr6	+	36447367	36447488	36449338	36449536	36437828	36438034	36452490	36452601	1717	0,8	0,307	1,1	92,135	197	197	1	1.0	NA,0.025	0.011,0.007	0.016
171	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91453445	91453522	91453730	91453913	91452556	91452734	91454076	91454191	171	4,6	119,113	1,1	74,88	175	197	0.233723746183	1.0	0.036,0.056	0.015,0.013	0.032
1721	"ENSG00000112078.9"	"KCTD20"	chr6	+	36442565	36442839	36446897	36447000	36410543	36410888	36447367	36447488	1721	0,1	9,104	1,1	37,33	197	197	0.352766636779	1.0	0.0,0.01	0.026,0.029	-0.022
1723	"ENSG00000112078.9"	"KCTD20"	chr6	+	36446897	36447000	36447367	36447488	36442565	36442839	36449338	36449536	1723	144,145	148,131	111,101	99,77	197	197	0.363064095416	1.0	0.493,0.525	0.529,0.567	-0.039
1724	"ENSG00000112078.9"	"KCTD20"	chr6	+	36446897	36447000	36447367	36447488	36410543	36410888	36449338	36449536	1724	8,5	172,143	0,1	43,50	197	197	0.655934422511	1.0	0.044,0.034	0.0,0.02	0.029
1725	"ENSG00000112078.9"	"KCTD20"	chr6	+	36446897	36447000	36447367	36447488	36437828	36438034	36449338	36449536	1725	7,32	130,122	9,9	69,67	197	197	0.952046223046	1.0	0.051,0.208	0.115,0.118	0.013
1726	"ENSG00000112078.9"	"KCTD20"	chr6	+	36437828	36438034	36446897	36447000	36410797	36410888	36449338	36449536	1726	111,75	2,8	56,46	2,1	197	197	0.783716507849	1.0	0.982,0.904	0.966,0.979	-0.029
1727	"ENSG00000112078.9"	"KCTD20"	chr6	+	36437828	36438034	36442565	36442839	36410543	36410888	36446897	36447000	1727	32,124	41,168	53,45	74,83	197	197	0.367681415225	1.0	0.438,0.425	0.417,0.352	0.047
1728	"ENSG00000112078.9"	"KCTD20"	chr6	+	36437828	36438034	36447367	36447488	36410543	36410888	36449338	36449536	1728	84,107	172,143	26,31	43,50	197	197	0.943535581685	1.0	0.328,0.428	0.377,0.383	-0.002
1729	"ENSG00000112078.9"	"KCTD20"	chr6	+	36437828	36438034	36446897	36447000	36410543	36410888	36447367	36447488	1729	94,54	107,78	32,38	41,45	197	197	0.911811407197	1.0	0.468,0.409	0.438,0.458	-0.01
172	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91453319	91453522	91453730	91453913	91452556	91452734	91454076	91454191	172	114,88	119,113	75,87	74,88	197	197	0.430406552882	1.0	0.489,0.438	0.503,0.497	-0.036
1731	"ENSG00000120438.7"	"TCP1"	chr6	-	160200926	160201119	160201966	160202142	160200016	160200293	160204972	160205099	1731	1007,1350	1,0	325,572	0,1	197	197	1	1.0	0.999,1.0	1.0,0.998	0.001
1732	"ENSG00000120438.7"	"TCP1"	chr6	-	160201565	160201598	160201966	160202142	160200018	160200293	160204972	160205099	1732	1394,1077	0,1	310,377	0,0	197	131	1	1.0	1.0,0.999	1.0,1.0	-0.0
1735	"ENSG00000124092.8"	"CTCFL"	chr20	-	56083661	56083760	56087647	56087808	56078491	56078657	56090769	56090890	1735	3,5	236,572	3,3	171,235	197	197	0.36576361083	1.0	0.013,0.009	0.017,0.013	-0.004
1737	"ENSG00000156875.9"	"HIAT1"	chr1	+	100534028	100534142	100535169	100535241	100533532	100533751	100542720	100542833	1737	55,73	22,37	31,40	14,15	197	170	0.715843777168	1.0	0.683,0.63	0.656,0.697	-0.02
1738	"ENSG00000173273.11"	"TNKS"	chr8	+	9588410	9588545	9590788	9590954	9584150	9584230	9592374	9592594	1738	0,3	32,30	0,0	33,31	197	197	0.37233166687	1.0	0.0,0.091	0.0,0.0	0.045
173	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33975470	33975530	33976434	33976593	33951132	33951141	33979958	33980026	173	293,268	4,5	9,10	0,0	197	158	1	1.0	0.983,0.977	1.0,1.0	-0.02
1741	"ENSG00000100097.7"	"LGALS1"	chr22	+	38073528	38073720	38074382	38074399	38072992	38073072	38074489	38074661	1741	1,0	0,3	0,0	1,1	197	115	1	1.0	1.0,0.0	0.0,0.0	0.5
1742	"ENSG00000100097.7"	"LGALS1"	chr22	+	38073528	38073724	38074489	38074661	38072992	38073072	38075609	38075809	1742	2,0	432,476	0,0	139,159	197	197	1	1.0	0.005,0.0	0.0,0.0	0.003
1743	"ENSG00000120539.10"	"MASTL"	chr10	+	27458872	27460012	27462046	27462188	27456030	27456203	27469881	27469995	1743	82,59	68,58	7,10	9,12	197	197	0.383709392451	1.0	0.547,0.504	0.438,0.455	0.079
1744	"ENSG00000120539.10"	"MASTL"	chr10	+	27462049	27462188	27469881	27469995	27458872	27460012	27470408	27470510	1744	65,80	29,35	30,37	13,14	197	197	0.805555505772	1.0	0.691,0.696	0.698,0.725	-0.018
1745	"ENSG00000198056.9"	"PRIM1"	chr12	-	57140709	57140816	57144821	57144979	57140560	57140638	57145979	57146157	1745	55,177	37,156	82,115	61,86	197	197	0.635205389013	1.0	0.598,0.532	0.573,0.572	-0.008
1747	"ENSG00000173715.11"	"C11orf80"	chr11	+	66555630	66555740	66563751	66563835	66526513	66526567	66568111	66568167	1747	13,0	23,12	7,5	17,12	197	182	0.611327973384	1.0	0.343,0.0	0.276,0.278	-0.106
1748	"ENSG00000173715.11"	"C11orf80"	chr11	+	66529549	66529921	66555630	66555740	66526513	66526567	66563751	66563835	1748	1,0	0,0	1,0	6,9	197	197	1	1.0	1.0,NA	0.143,0.0	0.928
1749	"ENSG00000173715.11"	"C11orf80"	chr11	+	66529549	66529921	66555630	66555744	66526513	66526567	66563751	66563835	1749	1,0	0,0	1,0	3,5	197	197	1	1.0	1.0,NA	0.25,0.0	0.875
174	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982315	33976434	33976593	33984414	33984456	174	314,309	328,288	232,202	234,217	197	166	0.701603156841	1.0	0.446,0.475	0.455,0.44	0.013
1750	"ENSG00000173715.11"	"C11orf80"	chr11	+	66529549	66529921	66555630	66555713	66526513	66526567	66563751	66563835	1750	1,0	0,0	0,0	2,3	197	181	1	1.0	1.0,NA	0.0,0.0	1.0
1752	"ENSG00000181135.11"	"ZNF707"	chr8	+	144772226	144772293	144773769	144773883	144766625	144766712	144775840	144777526	1752	9,8	24,30	0,0	4,4	165	197	1	1.0	0.309,0.241	0.0,0.0	0.275
1753	"ENSG00000156471.8"	"PTDSS1"	chr8	+	97285526	97285618	97299249	97299374	97273942	97274447	97307325	97307484	1753	157,128	307,233	4,4	6,7	190	197	0.620485267183	1.0	0.347,0.363	0.409,0.372	-0.035
1754	"ENSG00000146530.7"	"VWDE"	chr7	-	12376613	12376768	12379947	12380043	12375766	12375862	12381684	12381780	1754	170,147	99,76	11,11	6,5	194	197	0.854977157885	1.0	0.636,0.663	0.651,0.691	-0.022
1756	"ENSG00000146530.7"	"VWDE"	chr7	-	12414314	12414388	12414635	12414853	12412602	12412873	12417401	12417546	1756	135,18	82,11	130,92	71,52	197	172	0.650624326153	1.0	0.59,0.588	0.615,0.607	-0.022
1757	"ENSG00000146530.7"	"VWDE"	chr7	-	12412730	12412873	12414635	12414853	12410281	12410490	12417401	12417546	1757	87,0	1,0	75,88	1,1	197	197	1	1.0	0.989,NA	0.987,0.989	0.001
1758	"ENSG00000146530.7"	"VWDE"	chr7	-	12412803	12412873	12414635	12414853	12410281	12410490	12417401	12417546	1758	113,0	2,0	95,85	2,2	197	168	1	1.0	0.98,NA	0.976,0.973	0.006
1759	"ENSG00000146530.7"	"VWDE"	chr7	-	12412602	12412873	12414635	12414853	12410281	12410490	12417401	12417546	1759	113,0	68,0	95,85	54,47	197	197	1	1.0	0.624,NA	0.638,0.644	-0.017
175	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33979958	33980026	33982147	33982264	33976434	33976593	33984414	33984591	175	16,10	328,288	9,10	234,217	197	166	0.954706321748	1.0	0.039,0.028	0.031,0.037	-0.001
1760	"ENSG00000146530.7"	"VWDE"	chr7	-	12376613	12376709	12376802	12376898	12375766	12375862	12379947	12380043	1760	166,129	95,80	136,147	70,71	194	194	0.31417186131	1.0	0.636,0.617	0.66,0.674	-0.04
1762	"ENSG00000163960.7"	"UBXN7"	chr3	-	196129822	196129890	196134148	196134264	196120424	196120490	196159197	196159298	1762	80,68	44,41	3,2	2,1	197	166	0.956716543017	1.0	0.605,0.583	0.558,0.628	0.001
1763	"ENSG00000143222.7"	"UFC1"	chr1	+	161123715	161123736	161123787	161123910	161123541	161123639	161126739	161126807	1763	1,0	403,357	0,0	124,114	119	197	1	1.0	0.004,0.0	0.0,0.0	0.002
1764	"ENSG00000125686.7"	"MED1"	chr17	-	37583953	37584043	37587367	37587441	37580879	37580991	37588194	37588269	1764	20,55	95,78	21,17	40,36	172	188	0.548650534241	1.0	0.187,0.435	0.365,0.34	-0.042
1765	"ENSG00000259673.1"	"IQCH-AS1"	chr15	-	67752029	67752313	67758831	67759049	67722658	67722738	67811337	67811440	1765	1,0	1,0	0,1	1,1	197	197	1	1.0	0.5,NA	0.0,0.5	0.25
1766	"ENSG00000196476.7"	"C20orf96"	chr20	-	256608	256727	257443	257520	251503	251908	257684	257786	1766	3,4	8,4	4,3	12,11	175	197	0.357461357185	1.0	0.297,0.53	0.273,0.235	0.159
1767	"ENSG00000178773.10"	"CPNE7"	chr16	+	89657534	89657668	89660373	89660566	89657414	89657466	89661774	89662011	1767	47,12	11,0	28,17	2,3	197	197	0.647741530045	1.0	0.81,1.0	0.933,0.85	0.014
1768	"ENSG00000127328.17"	"RAB3IP"	chr12	+	70193988	70194117	70206557	70206657	70188920	70189124	70206743	70206813	1768	2,18	2,25	8,12	7,8	197	197	0.234192982256	1.0	0.5,0.419	0.533,0.6	-0.107
1780	"ENSG00000110660.10"	"SLC35F2"	chr11	-	107675443	107675496	107676084	107676241	107673726	107673881	107677442	107677602	1780	77,59	121,78	37,36	58,58	197	151	0.705092397238	1.0	0.328,0.367	0.328,0.322	0.023
1782	"ENSG00000198464.9"	"ZNF480"	chr19	+	52803646	52803737	52817405	52817532	52800431	52800476	52819086	52819215	1782	3,44	10,55	13,29	30,61	189	197	0.412332874975	1.0	0.238,0.455	0.311,0.331	0.026
1783	"ENSG00000198464.9"	"ZNF480"	chr19	+	52803646	52803737	52803782	52803840	52800429	52800476	52817405	52817532	1783	236,0	0,0	73,98	0,1	189	156	1	1.0	1.0,NA	1.0,0.988	0.006
1788	"ENSG00000137337.10"	"MDC1"	chr6	-	30675912	30676134	30679188	30679281	30675160	30675231	30679443	30679503	1788	156,83	1,3	106,106	4,3	191	197	0.336006591956	1.0	0.994,0.966	0.965,0.973	0.011
1789	"ENSG00000137337.10"	"MDC1"	chr6	-	30675342	30676134	30679188	30679281	30675160	30675231	30679443	30679503	1789	154,71	17,1	115,106	9,9	191	197	0.846398516116	1.0	0.903,0.987	0.929,0.924	0.018
178	"ENSG00000214765.4"	"SEPT7P2"	chr7	-	45791127	45791245	45796507	45796591	45788224	45788313	45797641	45797776	178	3,31	4,33	5,6	8,10	182	197	0.409395995732	1.0	0.448,0.504	0.404,0.394	0.077
1791	"ENSG00000145725.15"	"PPIP5K2"	chr5	+	102518124	102518241	102518934	102519108	102515721	102515889	102520372	102520445	1791	3,0	2,22	0,1	5,5	197	197	0.690713629632	1.0	0.6,0.0	0.0,0.167	0.216
1792	"ENSG00000145725.15"	"PPIP5K2"	chr5	+	102522020	102522140	102523014	102523077	102520372	102520445	102526542	102526683	1792	25,18	6,3	15,13	5,4	197	161	0.420702869962	1.0	0.773,0.831	0.71,0.726	0.084
1793	"ENSG00000101752.7"	"MIB1"	chr18	+	19348583	19348713	19353584	19353689	19345732	19345904	19358063	19358130	1793	69,55	49,28	6,6	4,3	197	197	0.89826898486	1.0	0.585,0.663	0.6,0.667	-0.009
1794	"ENSG00000101752.7"	"MIB1"	chr18	+	19348642	19348713	19353584	19353689	19345732	19345904	19358063	19358130	1794	0,1	49,28	0,0	3,2	169	197	1	1.0	0.0,0.04	0.0,0.0	0.02
1797	"ENSG00000149636.11"	"DSN1"	chr20	-	35390863	35390951	35395171	35395244	35386960	35387020	35396371	35396445	1797	87,64	136,102	31,36	49,53	171	186	0.859332334184	1.0	0.41,0.406	0.408,0.425	-0.008
1798	"ENSG00000149636.11"	"DSN1"	chr20	-	35390863	35390951	35396371	35396445	35386960	35387020	35399275	35399596	1798	52,42	137,102	14,17	48,51	172	186	0.42905605228	1.0	0.291,0.308	0.24,0.265	0.047
1799	"ENSG00000149636.11"	"DSN1"	chr20	-	35396371	35396445	35399275	35399380	35390863	35390951	35399827	35399876	1799	2,1	15,13	1,0	1,0	197	172	1	1.0	0.104,0.063	0.466,NA	-0.383
17	"ENSG00000161395.8"	"PGAP3"	chr17	-	37830869	37830932	37840849	37841002	37830245	37830307	37842174	37842272	17	9,7	5,9	8,4	8,7	197	161	0.574614020699	1.0	0.595,0.389	0.45,0.318	0.108
1801	"ENSG00000149636.11"	"DSN1"	chr20	-	35396371	35396445	35399275	35399876	35390863	35390951	35402064	35402201	1801	44,35	1,3	8,8	0,0	197	172	1	1.0	0.975,0.911	1.0,1.0	-0.057
1802	"ENSG00000149636.11"	"DSN1"	chr20	-	35396371	35396445	35399275	35399427	35390863	35390951	35402064	35402173	1802	5,0	1,3	1,1	0,0	197	172	1	1.0	0.814,0.0	1.0,1.0	-0.593
1803	"ENSG00000149636.11"	"DSN1"	chr20	-	35396371	35396445	35399275	35399596	35390863	35390951	35402064	35402163	1803	10,5	1,3	4,5	0,0	197	172	1	1.0	0.897,0.593	1.0,1.0	-0.255
1804	"ENSG00000149636.11"	"DSN1"	chr20	-	35396371	35396445	35399827	35399876	35395171	35395244	35402064	35402221	1804	58,55	83,67	18,19	24,30	147	172	0.729148654173	1.0	0.45,0.49	0.467,0.426	0.023
1805	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35399275	35399380	35390863	35390951	35399827	35399876	1805	2,1	79,49	0,0	10,11	197	171	1	1.0	0.022,0.017	0.0,0.0	0.019
1807	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35396371	35396445	35390863	35390951	35399827	35399876	1807	15,13	79,49	0,0	4,4	172	171	1	1.0	0.159,0.209	0.0,0.0	0.184
1808	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35399275	35399596	35390863	35390951	35402064	35402163	1808	1,15	2,57	3,4	9,11	197	171	0.621521688223	1.0	0.303,0.186	0.224,0.24	0.013
1809	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35399275	35399427	35390863	35390951	35402064	35402173	1809	5,0	2,57	1,1	9,11	197	171	0.582784242615	1.0	0.685,0.0	0.088,0.073	0.262
180	"ENSG00000116731.18"	"PRDM2"	chr1	+	14080745	14080860	14095612	14095668	14075855	14075982	14099572	14099683	180	5,3	2,0	0,0	3,3	197	154	0.457008202269	1.0	0.662,1.0	0.0,0.0	0.831
1810	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35399275	35399876	35390863	35390951	35402064	35402201	1810	2,50	2,57	6,8	9,11	197	171	0.637730620143	1.0	0.465,0.432	0.367,0.387	0.072
1811	"ENSG00000149636.11"	"DSN1"	chr20	-	35395171	35395244	35396371	35396445	35386960	35387020	35399827	35399876	1811	16,16	3,1	1,0	0,0	172	171	1	1.0	0.841,0.941	1.0,NA	-0.109
1814	"ENSG00000132341.7"	"RAN"	chr12	+	131357380	131357465	131357547	131357673	131356617	131356671	131359090	131359278	1814	121,136	2316,2027	7,5	186,144	183	197	0.244495877899	1.0	0.053,0.067	0.039,0.036	0.022
1816	"ENSG00000112837.12"	"TBX18"	chr6	-	85466415	85466587	85469972	85470074	85457637	85457805	85472261	85472466	1816	40,29	47,32	6,10	11,14	197	197	0.437119535859	1.0	0.46,0.475	0.353,0.417	0.083
1817	"ENSG00000042429.6"	"MED17"	chr11	+	93530700	93530885	93535000	93535138	93529575	93529706	93540683	93540801	1817	18,61	35,92	8,13	17,26	197	197	0.522865173734	1.0	0.34,0.399	0.32,0.333	0.043
181	"ENSG00000116731.18"	"PRDM2"	chr1	+	14076914	14076981	14095612	14095668	14075855	14075982	14099572	14099683	181	0,6	2,4	1,1	4,3	165	154	0.560172962566	1.0	0.0,0.583	0.189,0.237	0.078
1821	"ENSG00000125450.6"	"NUP85"	chr17	+	73214279	73214401	73221197	73221332	73211848	73211918	73221792	73221924	1821	38,33	5,3	14,15	1,1	197	197	0.631736421035	1.0	0.884,0.917	0.933,0.938	-0.035
1822	"ENSG00000125450.6"	"NUP85"	chr17	+	73214279	73214401	73221862	73221924	73211820	73211918	73222145	73222252	1822	32,23	49,44	2,2	4,3	197	160	0.963025294993	1.0	0.347,0.298	0.289,0.351	0.003
1823	"ENSG00000125450.6"	"NUP85"	chr17	+	73214222	73214401	73221862	73221924	73211820	73211918	73222145	73222252	1823	2,1	49,44	0,0	4,3	197	160	1	1.0	0.032,0.018	0.0,0.0	0.025
1824	"ENSG00000125450.6"	"NUP85"	chr17	+	73221197	73221332	73221436	73221559	73214279	73214401	73221792	73221924	1824	30,26	68,51	21,25	50,62	197	197	0.6077929016	1.0	0.306,0.338	0.296,0.287	0.031
1827	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185276620	185276794	185277931	185278007	185276145	185276271	185278134	185278304	1827	186,163	255,192	54,53	74,81	174	197	0.480616946471	1.0	0.452,0.49	0.452,0.426	0.032
1828	"ENSG00000116679.11"	"IVNS1ABP"	chr1	-	185277931	185278007	185278134	185278304	185276620	185276794	185278514	185278643	1828	26,68	69,109	13,21	29,49	197	174	0.624411634649	1.0	0.25,0.355	0.284,0.275	0.023
1829	"ENSG00000125648.10"	"SLC25A23"	chr19	-	6452322	6452490	6453991	6454099	6444161	6444312	6454333	6454486	1829	36,107	35,70	75,62	72,59	197	197	0.302104927508	1.0	0.507,0.605	0.51,0.512	0.045
182	"ENSG00000116731.18"	"PRDM2"	chr1	+	14076914	14076981	14080745	14080860	14075855	14075982	14099572	14099683	182	4,6	5,3	1,1	0,0	165	197	1	1.0	0.489,0.705	1.0,1.0	-0.403
1831	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271119	1271245	1271327	1271466	1270926	1271035	1271549	1271631	1831	0,1	6,45	0,0	10,10	197	197	1	1.0	0.0,0.022	0.0,0.0	0.011
1837	"ENSG00000116580.14"	"GON4L"	chr1	-	155801325	155801411	155804072	155804195	155796660	155796819	155823066	155823600	1837	2,4	1,1	5,3	2,2	197	184	0.806491969291	1.0	0.651,0.789	0.7,0.584	0.078
1838	"ENSG00000116580.14"	"GON4L"	chr1	-	155724165	155724279	155726748	155726868	155721750	155722378	155726970	155727114	1838	49,20	4,7	19,15	0,0	197	197	0.248518216923	1.0	0.925,0.741	1.0,1.0	-0.167
1839	"ENSG00000108039.13"	"XPNPEP1"	chr10	-	111652769	111652833	111667448	111667573	111651479	111651584	111674768	111674857	1839	114,132	69,91	87,67	50,40	197	162	0.601477269147	1.0	0.576,0.544	0.589,0.579	-0.024
183	"ENSG00000143612.14"	"C1orf43"	chr1	-	154186368	154186422	154186932	154187050	154184933	154185100	154192311	154192413	183	314,226	410,381	239,200	327,265	197	152	0.487551119766	1.0	0.371,0.314	0.361,0.368	-0.022
1840	"ENSG00000205670.6"	"SMIM11"	chr21	+	35757775	35757942	35772008	35772197	35751726	35751815	35774388	35775075	1840	257,272	30,1	240,213	19,14	197	197	0.382673636151	1.0	0.895,0.996	0.927,0.938	0.013
